Frame No.,Vessel ID,Latitude,Longitude,X,Y
168,-1,32.70322029889764,-117.23448029158837,46,502
169,-1,32.702737922618645,-117.233155529158,1018,437
169,-1,32.702737922618645,-117.233155529158,1018,437
170,-1,32.702737922618645,-117.233155529158,1018,437
170,-1,32.702737922618645,-117.233155529158,1018,437
171,-1,32.70274089221793,-117.23315079230993,1015,437
171,-1,32.70274089221793,-117.23315079230993,1015,437
172,-1,32.703283267985036,-117.23440329631617,57,482
172,-1,32.703283267985036,-117.23440329631617,57,482
173,-1,32.70327787718386,-117.23440598470135,59,484
173,-1,32.70327787718386,-117.23440598470135,59,484
174,-1,32.70303994596141,-117.23449832567408,728,687
174,-1,32.70303994596141,-117.23449832567408,728,687
175,-1,32.70303994596141,-117.23449832567408,728,687
175,-1,32.70303994596141,-117.23449832567408,728,687
176,-1,32.702746432866526,-117.23322203341117,1022,438
176,-1,32.702746432866526,-117.23322203341117,1022,438
177,-1,32.70271849629087,-117.23309990953386,1024,436
177,-1,32.70271849629087,-117.23309990953386,1024,436
178,-1,32.70270361957444,-117.23302850607219,1024,435
178,-1,32.70270361957444,-117.23302850607219,1024,435
180,-1,32.70324377008443,-117.23437174968761,139,500
180,-1,32.70324377008443,-117.23437174968761,139,500
181,-1,32.70271653151481,-117.23310347261189,1026,436
181,-1,32.70271653151481,-117.23310347261189,1026,436
182,-1,32.70274176372061,-117.23322945664253,1027,438
182,-1,32.70274176372061,-117.23322945664253,1027,438
183,-1,32.70272922345695,-117.2331700302102,1027,437
183,-1,32.70272922345695,-117.2331700302102,1027,437
184,-1,32.70272733345446,-117.23317331205999,1029,437
184,-1,32.70272733345446,-117.23317331205999,1029,437
185,-1,32.70270092370165,-117.23322516869347,1059,437
185,-1,32.70270092370165,-117.23322516869347,1059,437
186,-1,32.70321499208185,-117.2344680140216,60,509
186,-1,32.70321499208185,-117.2344680140216,60,509
187,-1,32.70321299149962,-117.23447015774948,60,510
187,-1,32.70321299149962,-117.23447015774948,60,510
188,-1,32.703039609622515,-117.23449824493957,731,687
188,-1,32.703039609622515,-117.23449824493957,731,687
189,-1,32.70267018542286,-117.23310267471287,1060,435
189,-1,32.70267018542286,-117.23310267471287,1060,435
190,-1,32.703248335722044,-117.2344461888953,50,492
190,-1,32.703248335722044,-117.2344461888953,50,492
191,-1,32.702698488052015,-117.23323062969703,1062,437
191,-1,32.702698488052015,-117.23323062969703,1062,437
192,-1,32.70266768047794,-117.23310919820783,1063,435
192,-1,32.70266768047794,-117.23310919820783,1063,435
193,-1,32.70324022152306,-117.23439096013439,118,502
193,-1,32.70324022152306,-117.23439096013439,118,502
194,-1,32.703290281631574,-117.23434956135391,102,484
194,-1,32.703290281631574,-117.23434956135391,102,484
195,-1,32.703233183356325,-117.23444676893013,62,501
195,-1,32.703233183356325,-117.23444676893013,62,501
196,-1,32.70352192956429,-117.23409798074131,108,448
196,-1,32.70352192956429,-117.23409798074131,108,448
197,-1,32.70266521993295,-117.23311577522182,1066,435
197,-1,32.70266521993295,-117.23311577522182,1066,435
198,-1,32.70303956756456,-117.23449722608562,732,685
198,-1,32.70303956756456,-117.23449722608562,732,685
199,-1,32.70327131833403,-117.2343977554522,72,488
199,-1,32.70327131833403,-117.2343977554522,72,488
200,-1,32.70269295445247,-117.23324357102601,1069,437
200,-1,32.70269295445247,-117.23324357102601,1069,437
201,-1,32.70315738780822,-117.23451098970064,86,554
201,-1,32.70315738780822,-117.23451098970064,86,554
202,-1,32.70270092370165,-117.23322516869347,1059,437
202,-1,32.70270092370165,-117.23322516869347,1059,437
203,-1,32.7031547279337,-117.2344651678393,81,604
203,-1,32.7031547279337,-117.2344651678393,81,604
204,-1,32.70266653308107,-117.23299676286587,1045,434
204,-1,32.70266653308107,-117.23299676286587,1045,434
205,-1,32.70268245494889,-117.23307293354688,1046,435
205,-1,32.70268245494889,-117.23307293354688,1046,435
206,-1,32.702697684677304,-117.23323246135884,1063,437
206,-1,32.702697684677304,-117.23323246135884,1063,437
207,-1,32.702697684677304,-117.23323246135884,1063,437
207,-1,32.702697684677304,-117.23323246135884,1063,437
208,-1,32.702696885572834,-117.2332342987012,1064,437
208,-1,32.702696885572834,-117.2332342987012,1064,437
209,-1,32.70321842901768,-117.23448521921551,44,502
209,-1,32.70321842901768,-117.23448521921551,44,502
210,-1,32.70322029889764,-117.23448029158837,46,502
210,-1,32.70322029889764,-117.23448029158837,46,502
211,-1,32.702696090748695,-117.23323614173648,1065,437
211,-1,32.702696090748695,-117.23323614173648,1065,437
212,-1,32.70269530021471,-117.23323799047505,1066,437
212,-1,32.70269530021471,-117.23323799047505,1066,437
213,-1,32.70269451398047,-117.2332398449279,1067,437
213,-1,32.70269451398047,-117.2332398449279,1067,437
214,-1,32.70269373205646,-117.2332417051076,1068,437
214,-1,32.70269373205646,-117.2332417051076,1068,437
215,-1,32.70269373205646,-117.2332417051076,1068,437
215,-1,32.70269373205646,-117.2332417051076,1068,437
216,-1,32.70269295445247,-117.23324357102601,1069,437
216,-1,32.70269295445247,-117.23324357102601,1069,437
217,-1,32.70269295445247,-117.23324357102601,1069,437
217,-1,32.70269295445247,-117.23324357102601,1069,437
218,-1,32.702658877496525,-117.23313357741884,1074,435
218,-1,32.702658877496525,-117.23313357741884,1074,435
219,-1,32.70268913158808,-117.23325298712543,1074,437
219,-1,32.70268913158808,-117.23325298712543,1074,437
220,-1,32.70268913158808,-117.23325298712543,1074,437
220,-1,32.70268913158808,-117.23325298712543,1074,437
221,-1,32.70326787916749,-117.23437679712909,98,491
221,-1,32.70326787916749,-117.23437679712909,98,491
222,-1,32.70262201002689,-117.23299387881013,1075,433
222,-1,32.70262201002689,-117.23299387881013,1075,433
223,-1,32.70303994596141,-117.23449832567408,728,687
223,-1,32.70303994596141,-117.23449832567408,728,687
224,-1,32.702701019170284,-117.23330925653805,1076,438
224,-1,32.702701019170284,-117.23330925653805,1076,438
225,-1,32.70303994596141,-117.23449832567408,728,687
225,-1,32.70303994596141,-117.23449832567408,728,687
226,-1,32.703521439991526,-117.2341000484956,107,448
226,-1,32.703521439991526,-117.2341000484956,107,448
227,-1,32.70303994596141,-117.23449832567408,728,687
227,-1,32.70303994596141,-117.23449832567408,728,687
228,-1,32.702683243400756,-117.23326835602693,1082,437
228,-1,32.702683243400756,-117.23326835602693,1082,437
229,-1,32.70349904388022,-117.23412218031581,108,450
229,-1,32.70349904388022,-117.23412218031581,108,450
230,-1,32.70349904388022,-117.23412218031581,108,450
230,-1,32.70349904388022,-117.23412218031581,108,450
231,-1,32.70349904388022,-117.23412218031581,108,450
231,-1,32.70349904388022,-117.23412218031581,108,450
232,-1,32.7032451327854,-117.23442115633374,75,498
232,-1,32.7032451327854,-117.23442115633374,75,498
233,-1,32.70327763124612,-117.23434362136152,125,488
233,-1,32.70327763124612,-117.23434362136152,125,488
234,-1,32.70326512430909,-117.23441254552293,64,489
234,-1,32.70326512430909,-117.23441254552293,64,489
235,-1,32.703284979546275,-117.23438103478576,75,484
235,-1,32.703284979546275,-117.23438103478576,75,484
236,-1,32.70303986589935,-117.23449627804003,730,683
236,-1,32.70303986589935,-117.23449627804003,730,683
237,-1,32.70327317576434,-117.2344069563778,62,486
237,-1,32.70327317576434,-117.2344069563778,62,486
238,-1,32.70264855753485,-117.23316566748582,1088,435
238,-1,32.70264855753485,-117.23316566748582,1088,435
239,-1,32.70327401399918,-117.23441729919834,53,484
239,-1,32.70327401399918,-117.23441729919834,53,484
240,-1,32.703184222581214,-117.23452314980975,45,519
240,-1,32.703184222581214,-117.23452314980975,45,519
241,-1,32.703407381801014,-117.23423281891293,97,460
241,-1,32.703407381801014,-117.23423281891293,97,460
242,-1,32.702677641151006,-117.23328410470026,1090,437
242,-1,32.702677641151006,-117.23328410470026,1090,437
243,-1,32.70267561520464,-117.23329011011037,1093,437
243,-1,32.70267561520464,-117.23329011011037,1093,437
244,-1,32.70303990652487,-117.2344973073856,729,685
244,-1,32.70303990652487,-117.2344973073856,729,685
245,-1,32.70303990652487,-117.2344973073856,729,685
245,-1,32.70303990652487,-117.2344973073856,729,685
246,-1,32.703285045077706,-117.23441668510847,46,479
246,-1,32.703285045077706,-117.23441668510847,46,479
247,-1,32.703293011982964,-117.23440204491833,51,478
247,-1,32.703293011982964,-117.23440204491833,51,478
248,-1,32.703264729928435,-117.23442622286726,53,487
248,-1,32.703264729928435,-117.23442622286726,53,487
249,-1,32.70350782035861,-117.234120475934,103,449
249,-1,32.70350782035861,-117.234120475934,103,449
250,-1,32.70267428752471,-117.23329414431664,1095,437
250,-1,32.70267428752471,-117.23329414431664,1095,437
251,-1,32.70303956756456,-117.23449722608562,732,685
251,-1,32.70303956756456,-117.23449722608562,732,685
252,-1,32.70314920413297,-117.23447164944037,80,613
252,-1,32.70314920413297,-117.23447164944037,80,613
253,-1,32.70350730632587,-117.23412253473104,102,449
253,-1,32.70350730632587,-117.23412253473104,102,449
254,-1,32.7026716876867,-117.23330228688995,1099,437
254,-1,32.7026716876867,-117.23330228688995,1099,437
255,-1,32.70303994596141,-117.23449832567408,728,687
255,-1,32.70303994596141,-117.23449832567408,728,687
256,-1,32.703039609622515,-117.23449824493957,731,687
256,-1,32.703039609622515,-117.23449824493957,731,687
257,-1,32.70298006274081,-117.2345543990498,1198,636
257,-1,32.70298006274081,-117.2345543990498,1198,636
258,-1,32.70260251037711,-117.23307233812267,1103,433
258,-1,32.70260251037711,-117.23307233812267,1103,433
259,-1,32.702668543032125,-117.2333126059219,1104,437
259,-1,32.702668543032125,-117.2333126059219,1104,437
260,-1,32.702668543032125,-117.2333126059219,1104,437
260,-1,32.702668543032125,-117.2333126059219,1104,437
261,-1,32.702638010367444,-117.23320384388333,1104,435
261,-1,32.702638010367444,-117.23320384388333,1104,435
262,-1,32.702600702468445,-117.23308104192165,1106,433
262,-1,32.702600702468445,-117.23308104192165,1106,433
263,-1,32.70297426103201,-117.23443426751122,1214,636
263,-1,32.70297426103201,-117.23443426751122,1214,636
264,-1,32.703041004078365,-117.23449656123809,720,683
264,-1,32.703041004078365,-117.23449656123809,720,683
265,-1,32.70351936547069,-117.23410843911398,103,448
