Frame No.,Vessel ID,X1,Y1,X2,Y2
344,99,1140,426,1156,437
345,158,721,680,736,687
345,99,1141,425,1157,437
346,158,721,680,736,687
346,99,1141,427,1158,437
347,99,1142,428,1158,437
348,99,1143,427,1159,437
349,99,1143,427,1159,438
350,99,1144,426,1160,437
351,99,1145,425,1160,437
352,99,1145,427,1160,438
353,99,1146,426,1160,437
354,99,1146,426,1161,437
355,99,1146,426,1161,437
356,99,1146,427,1161,437
357,99,1146,427,1162,437
358,99,1147,427,1162,437
359,99,1147,427,1162,437
360,99,1147,427,1162,437
361,99,1148,428,1163,438
362,99,1148,428,1163,439
363,99,1148,427,1164,437
364,99,1149,427,1164,437
365,99,1148,426,1164,436
366,99,1149,427,1165,437
367,99,1150,426,1165,437
368,99,1150,426,1166,436
369,99,1150,426,1166,436
370,99,1151,425,1166,437
371,99,1151,425,1166,437
372,99,1151,424,1167,437
373,99,1152,425,1167,437
374,99,1152,428,1168,438
375,99,1153,428,1169,437
376,99,1153,427,1169,437
377,99,1153,427,1169,437
378,99,1154,427,1169,436
379,99,1154,427,1170,437
380,99,1155,428,1171,438
381,99,1156,428,1171,439
382,99,1156,428,1171,438
383,99,1156,427,1171,438
384,99,1157,427,1172,438
385,99,1157,427,1172,438
386,99,1157,427,1172,438
387,99,1157,427,1172,438
388,99,1157,427,1173,438
389,99,1157,429,1173,438
390,99,1158,428,1173,438
391,99,1158,428,1173,438
392,99,1159,429,1175,438
393,99,1159,430,1175,438
394,99,1160,431,1176,438
395,99,1160,428,1176,437
396,99,1161,427,1176,436
397,99,1161,428,1177,438
398,99,1161,428,1177,439
399,99,1162,428,1177,439
400,99,1162,426,1177,438
401,99,1162,425,1178,437
402,99,1163,424,1178,438
403,99,1163,423,1178,437
404,99,1163,423,1179,438
405,99,1163,428,1180,439
406,99,1163,426,1181,438
407,99,1163,428,1180,439
408,99,1163,429,1181,439
409,99,1163,427,1182,438
410,99,1163,428,1182,439
411,99,1163,428,1181,439
412,99,1163,428,1181,439
413,99,1164,428,1181,438
414,99,1163,426,1182,439
415,99,1164,426,1182,438
416,99,1164,426,1183,438
417,99,1164,429,1184,439
418,99,1164,426,1183,437
419,99,1165,428,1184,439
420,99,1165,428,1184,439
421,99,1164,429,1183,440
422,99,1165,429,1183,439
423,99,1165,426,1183,438
424,99,1165,429,1184,440
425,99,1165,429,1184,440
426,99,1165,429,1184,439
427,99,1166,428,1186,439
428,99,1167,428,1188,439
429,99,1166,427,1189,439
430,99,1166,427,1187,439
431,99,1167,427,1188,439
432,99,1168,427,1190,440
433,99,1169,426,1190,439
434,99,1168,429,1189,439
435,99,1168,430,1189,440
436,99,1169,428,1189,439
437,99,1169,428,1188,439
438,99,1169,428,1188,439
439,99,1169,428,1188,439
440,99,1170,428,1189,439
441,99,1171,428,1190,440
442,99,1171,427,1191,439
443,99,1171,426,1191,439
444,99,1171,426,1191,439
445,99,1172,426,1192,440
446,99,1173,426,1194,440
447,99,1173,427,1194,440
448,99,1173,427,1194,440
449,99,1173,428,1195,440
450,99,1173,428,1195,440
451,99,1173,430,1196,440
452,99,1174,429,1197,439
453,193,720,679,741,686
453,99,1173,429,1196,439
454,193,719,680,738,686
454,99,1173,429,1196,439
455,99,1174,429,1197,440
456,99,1174,429,1197,440
457,99,1175,429,1199,440
458,99,1175,429,1199,440
459,99,1176,429,1200,440
460,99,1176,430,1200,440
461,99,1175,427,1200,439
462,99,1175,427,1199,439
463,99,1175,427,1199,440
464,99,1176,427,1199,440
465,99,1177,427,1200,440
466,99,1177,427,1201,439
467,99,1176,427,1200,440
468,99,1178,427,1203,440
469,99,1179,428,1204,440
470,99,1178,429,1202,440
471,99,1178,430,1202,441
472,99,1179,430,1202,441
473,99,1178,428,1201,440
474,99,1178,426,1201,439
475,99,1177,426,1200,439
476,99,1176,429,1200,441
477,99,1176,429,1201,441
478,99,1175,428,1201,440
479,99,1176,426,1202,440
480,99,1177,425,1203,439
481,99,1177,425,1203,441
482,99,1176,425,1204,441
483,99,1175,425,1203,442
484,99,1174,425,1203,443
485,99,1174,424,1204,441
486,99,1174,424,1205,441
487,99,1176,427,1209,442
488,99,1175,428,1207,442
489,99,1176,429,1210,442
490,99,1176,430,1211,442
491,99,1177,430,1214,442
492,99,1177,430,1214,442
493,99,1179,430,1215,441
494,99,1180,430,1216,441
495,99,1182,430,1217,441
496,99,1181,430,1218,442
497,99,1182,430,1218,442
498,99,1183,430,1219,442
499,99,1181,429,1215,442
500,99,1182,429,1217,442
501,99,1181,429,1215,442
502,99,1182,430,1214,442
503,99,1184,430,1215,443
504,99,1183,430,1215,443
505,99,1183,430,1215,443
506,99,1183,430,1216,443
507,99,1182,430,1215,443
508,99,1179,430,1211,443
509,99,1178,429,1210,443
510,99,1178,429,1209,443
511,99,1178,429,1209,444
512,99,1175,429,1208,444
513,99,1174,429,1210,444
514,99,1176,429,1212,444
515,99,1176,429,1213,444
516,99,1176,429,1214,444
517,99,1182,428,1218,443
518,99,1186,427,1222,442
519,99,1187,426,1224,442
520,99,1187,425,1222,442
521,99,1183,425,1222,441
522,99,1180,425,1221,441
523,99,1184,425,1223,442
524,99,1187,425,1226,443
525,99,1184,425,1219,442
526,99,1184,425,1216,443
527,99,1185,425,1215,443
528,99,1185,425,1214,443
529,99,1186,425,1213,443
530,99,1188,426,1216,444
531,99,1189,426,1218,444
532,99,1187,426,1215,444
533,99,1188,426,1218,444
534,99,1187,425,1215,443
535,99,1186,428,1214,444
536,99,1187,428,1213,444
537,99,1187,427,1212,443
538,99,1187,426,1212,443
539,99,1188,428,1214,444
540,99,1186,428,1214,444
541,99,1185,429,1211,444
542,99,1185,430,1212,445
543,99,1185,432,1212,445
544,99,1185,432,1211,445
545,99,1186,429,1214,443
546,99,1185,430,1212,444
547,99,1185,430,1212,444
548,99,1187,430,1213,445
549,99,1187,430,1213,445
550,99,1188,429,1213,444
551,99,1188,432,1213,445
552,99,1188,432,1213,445
553,99,1189,431,1213,444
554,99,1193,431,1221,445
555,99,1193,429,1226,444
556,99,1192,431,1228,445
557,99,1188,429,1222,444
558,99,1187,432,1220,446
559,99,1187,432,1219,445
560,99,1187,431,1218,445
561,99,1186,430,1216,444
562,99,1186,430,1216,444
563,99,1188,430,1219,445
564,99,1188,429,1219,445
565,99,1188,429,1219,446
566,99,1189,429,1221,445
567,99,1188,430,1220,446
568,99,1185,428,1220,445
569,99,1182,429,1217,445
570,99,1184,429,1217,445
571,99,1188,429,1222,445
572,99,1191,429,1226,445
573,99,1189,429,1224,445
574,99,1188,431,1222,446
575,99,1188,429,1221,444
576,99,1188,429,1221,444
577,99,1189,429,1221,444
578,99,1189,429,1221,444
579,99,1189,428,1221,444
580,99,1190,427,1221,444
581,99,1190,428,1222,445
582,99,1192,428,1228,445
583,99,1190,429,1226,446
584,99,1191,429,1228,446
585,99,1191,428,1229,446
586,99,1188,430,1223,447
587,99,1188,429,1221,446
588,99,1188,428,1220,446
589,99,1187,428,1217,446
590,99,1187,430,1217,446
591,99,1188,428,1220,445
592,99,1189,427,1221,445
593,99,1189,429,1222,446
594,99,1188,429,1222,446
595,99,1186,428,1221,446
596,99,1186,429,1222,447
597,99,1188,430,1221,448
598,99,1191,430,1223,448
599,99,1191,428,1223,446
600,99,1191,428,1223,446
601,99,1193,430,1224,448
602,99,1193,431,1224,449
603,99,1193,431,1223,449
604,99,1193,433,1224,449
605,99,1194,433,1224,449
606,99,1193,433,1224,449
607,99,1193,430,1225,447
608,99,1192,429,1224,446
609,99,1193,431,1229,447
610,99,1192,432,1229,448
611,99,1191,430,1231,447
612,99,1190,433,1233,448
613,99,1188,433,1229,448
614,99,1189,434,1232,448
615,99,1190,431,1234,447
616,99,1188,429,1231,446
617,99,1189,432,1230,448
618,99,1187,429,1224,446
619,99,1189,429,1226,447
620,99,1191,432,1229,449
621,99,1190,431,1225,448
622,99,1190,430,1228,448
623,99,1189,429,1224,448
624,99,1190,429,1223,448
625,99,1191,431,1223,449
626,99,1192,429,1224,448
627,99,1192,428,1227,448
628,99,1191,431,1229,450
629,99,1191,429,1231,449
630,99,1188,430,1226,450
631,99,1187,429,1223,449
632,99,1187,432,1222,450
633,99,1188,435,1225,451
634,99,1189,436,1225,450
635,99,1191,436,1229,449
636,99,1192,436,1231,449
637,99,1192,438,1233,450
638,99,1191,433,1235,448
639,99,1192,436,1236,449
640,99,1191,432,1237,447
641,99,1189,431,1233,447
642,99,1187,430,1228,447
643,99,1189,433,1231,450
644,99,1189,434,1232,450
645,99,1189,431,1233,449
646,99,1191,430,1234,449
647,99,1190,433,1231,451
648,99,1189,431,1228,450
649,99,1184,430,1224,450
650,99,1188,429,1229,450
651,99,1188,428,1227,449
652,99,1188,427,1226,449
653,99,1186,428,1224,449
654,99,1187,433,1230,450
655,99,1188,434,1229,451
656,99,1190,435,1230,451
657,99,1191,435,1229,450
658,99,1194,434,1233,449
659,99,1193,433,1234,449
660,99,1193,435,1234,451
661,99,1193,432,1234,450
662,99,1192,434,1230,451
663,99,1191,435,1229,452
664,99,1191,432,1227,450
665,99,1194,432,1233,450
666,99,1195,434,1236,450
667,99,1193,435,1237,451
668,99,1192,438,1238,452
669,99,1191,434,1240,449
670,99,1191,434,1240,450
671,99,1192,434,1241,450
672,99,1189,433,1234,450
673,99,1190,431,1236,449
674,99,1190,432,1237,450
675,99,1189,432,1234,450
676,99,1188,434,1231,451
677,99,1191,435,1233,451
678,99,1193,438,1234,453
679,99,1191,434,1233,450
680,99,1194,432,1236,450
681,99,1193,430,1233,450
682,99,1194,430,1234,450
683,99,1197,431,1238,451
684,99,1196,433,1237,452
685,99,1194,434,1233,452
686,99,1194,432,1231,451
687,99,1194,431,1230,451
688,99,1194,433,1230,452
689,99,1195,434,1230,452
690,99,1195,431,1230,451
691,99,1197,432,1236,451
692,99,1187,432,1231,451
693,99,1190,430,1234,451
694,99,1194,430,1239,451
695,99,1194,430,1239,452
696,99,1194,429,1240,452
697,99,1193,429,1237,452
698,99,1192,429,1235,452
699,99,1192,430,1233,453
700,99,1193,429,1235,452
701,99,1193,430,1234,452
702,99,1193,431,1234,453
703,99,1196,430,1240,453
704,99,1195,430,1239,453
705,99,1193,430,1235,453
706,99,1193,431,1234,454
707,99,1194,431,1236,455
708,99,1193,431,1234,454
709,99,1193,434,1234,455
710,99,1195,432,1234,454
711,99,1196,433,1234,454
712,99,1198,431,1237,453
713,99,1199,432,1239,454
714,99,1199,431,1241,454
715,99,1198,432,1237,455
716,99,1197,430,1236,454
717,99,1199,431,1238,454
718,99,1199,431,1239,454
719,99,1200,430,1243,453
720,99,1200,430,1245,453
721,99,1196,430,1239,453
722,99,1197,432,1240,454
723,99,1195,432,1238,454
724,99,1196,432,1237,454
725,99,1196,435,1237,455
726,99,1199,438,1242,455
727,99,1198,435,1240,453
728,99,1198,437,1239,454
729,99,1198,433,1241,453
730,99,1199,432,1243,453
731,99,1199,433,1244,455
732,99,1199,431,1245,454
733,99,1199,431,1246,454
734,99,1198,433,1246,456
735,99,1197,431,1245,455
736,99,1197,430,1245,455
737,99,1197,430,1246,455
738,99,1198,430,1246,455
739,99,1198,429,1243,454
740,99,1199,429,1242,454
741,99,1199,429,1241,455
742,99,1200,433,1244,458
743,99,1202,431,1245,456
744,99,1202,430,1246,456
745,99,1202,430,1247,457
746,99,1202,429,1247,457
747,99,1200,429,1245,458
748,99,1200,430,1243,458
749,99,1200,430,1243,458
750,99,1202,429,1245,458
751,99,1203,429,1246,458
752,99,1202,429,1245,458
753,99,1204,429,1246,458
754,99,1204,429,1246,458
755,99,1202,429,1245,459
756,99,1202,430,1244,459
757,99,1202,433,1244,461
758,99,1202,431,1245,460
759,99,1203,431,1245,460
760,99,1204,431,1246,460
761,99,1204,431,1247,459
762,99,1197,430,1243,459
763,99,1193,430,1243,458
764,99,1198,434,1246,461
765,99,1200,433,1247,460
766,99,1201,435,1247,460
767,99,1201,440,1248,462
768,99,1202,441,1248,462
769,99,1194,435,1244,459
770,99,1198,438,1244,460
771,99,1191,434,1239,459
772,99,1196,433,1241,458
773,99,1199,435,1242,459
774,99,1201,437,1241,460
775,99,1191,434,1237,460
776,99,1185,432,1236,460
777,99,1195,432,1242,460
778,99,1200,432,1244,460
779,99,1192,431,1239,460
780,99,1188,435,1239,462
781,99,1196,432,1243,460
782,99,1202,435,1246,461
783,99,1204,437,1246,461
784,99,1206,437,1245,462
785,99,1207,439,1246,461
786,99,1208,438,1246,461
787,99,1207,435,1246,459
788,99,1207,434,1246,459
789,99,1207,433,1246,459
790,99,1207,432,1246,459
791,99,1207,432,1246,460
792,99,1208,432,1247,460
793,99,1207,432,1246,461
794,99,1207,432,1246,461
795,99,1207,432,1247,462
796,99,1207,432,1247,462
797,99,1206,432,1246,462
798,99,1206,432,1247,462
799,99,1214,431,1247,461
800,99,1216,431,1246,461
801,99,1219,431,1247,460
802,99,1221,431,1247,460
803,99,1221,431,1245,461
804,99,1220,432,1244,461
805,99,1220,432,1245,461
806,99,1220,432,1246,461
807,99,1220,432,1247,461
808,99,1219,432,1247,461
809,99,1218,432,1247,461
810,99,1217,431,1247,460
811,99,1216,431,1247,461
812,99,1214,430,1244,457
813,99,1213,429,1243,453
814,99,1212,430,1242,452
815,99,1207,432,1239,456
816,99,1203,432,1238,457
817,99,1201,432,1238,458
818,99,1198,432,1237,460
819,99,1204,433,1241,461
820,99,1207,432,1241,457
821,99,1209,433,1241,459
822,99,1210,433,1240,460
823,99,1211,435,1240,461
824,99,1214,432,1244,456
825,99,1212,431,1241,453
826,99,1212,431,1240,452
827,99,1217,434,1244,456
828,99,1217,435,1242,459
829,99,1217,435,1242,460
830,99,1217,435,1240,462
831,99,1219,434,1244,463
832,99,1200,434,1237,462
833,99,1193,434,1237,462
834,99,1189,433,1239,463
835,99,1186,433,1240,464
836,99,1184,434,1242,465
840,380,1177,448,1184,467
841,380,1175,445,1184,467
842,380,1175,442,1184,467
843,380,1175,442,1184,468
844,380,1175,441,1185,467
845,386,1209,431,1246,458
845,380,1174,441,1184,468
846,386,1206,431,1244,455
846,380,1172,441,1183,467
847,386,1185,431,1241,462
848,386,1197,432,1247,462
849,386,1201,433,1248,462
850,386,1204,432,1249,459
850,380,1168,443,1179,468
851,386,1202,432,1247,458
851,380,1168,443,1177,468
852,386,1183,433,1241,462
853,386,1191,432,1246,460
854,386,1195,433,1248,460
855,386,1197,433,1248,460
855,380,1163,443,1173,466
856,386,1199,434,1248,461
856,380,1164,444,1173,467
857,386,1199,433,1248,459
857,380,1163,443,1172,465
858,386,1199,433,1247,459
858,380,1161,445,1171,466
859,386,1195,435,1244,462
859,380,1162,445,1170,467
860,386,1179,435,1240,465
861,386,1181,435,1231,465
862,386,1188,435,1240,466
863,386,1174,435,1236,468
864,386,1166,434,1237,468
865,386,1162,434,1239,469
866,386,1159,434,1240,468
867,386,1173,434,1248,468
868,386,1164,433,1243,468
869,386,1159,434,1242,469
870,386,1155,434,1241,469
871,386,1154,433,1243,469
872,386,1152,434,1242,469
873,386,1164,434,1246,469
874,386,1169,434,1247,468
875,386,1172,434,1247,467
876,403,1149,444,1157,467
876,386,1176,434,1247,467
877,403,1146,444,1156,469
877,386,1174,434,1242,468
878,403,1146,444,1156,470
878,386,1173,435,1239,468
879,386,1159,434,1232,468
880,386,1167,434,1241,468
881,386,1167,434,1238,467
882,386,1153,435,1230,468
883,386,1146,435,1228,468
884,386,1143,434,1228,469
885,386,1144,435,1236,469
886,386,1139,435,1233,468
887,386,1139,435,1237,469
888,386,1136,435,1234,469
889,386,1134,436,1233,470
890,386,1132,435,1232,470
891,386,1133,435,1236,470
892,386,1129,435,1229,469
893,386,1130,435,1235,470
894,386,1127,435,1229,470
895,386,1125,436,1225,470
896,386,1125,436,1224,470
897,386,1126,435,1222,469
898,386,1139,435,1224,468
899,386,1135,435,1229,469
900,386,1131,436,1232,468
901,386,1125,435,1227,468
902,386,1121,435,1219,468
903,386,1118,436,1214,468
904,386,1117,436,1210,468
905,386,1117,436,1208,468
906,386,1115,436,1206,468
907,386,1116,437,1207,469
908,386,1119,437,1216,469
909,386,1120,436,1222,469
910,386,1114,436,1214,469
911,386,1111,436,1208,469
912,386,1110,436,1205,469
913,386,1109,436,1203,469
914,386,1111,436,1208,469
915,386,1109,436,1204,469
916,386,1107,436,1201,469
917,386,1106,435,1198,468
918,386,1108,436,1204,469
919,386,1111,436,1214,469
920,386,1110,436,1219,469
921,386,1108,435,1222,470
922,386,1101,435,1210,470
923,386,1097,435,1200,469
924,386,1112,435,1201,469
925,386,1120,435,1201,469
926,386,1109,435,1192,469
927,386,1103,435,1189,470
928,386,1114,435,1193,470
929,386,1123,435,1202,470
930,386,1122,435,1197,469
931,414,1097,443,1107,464
931,386,1121,435,1191,469
932,386,1107,436,1180,469
933,386,1114,437,1181,470
934,386,1117,436,1180,469
935,414,1092,445,1100,464
935,386,1118,436,1179,469
936,414,1091,445,1099,464
936,386,1118,436,1177,468
937,414,1091,444,1099,464
937,386,1118,436,1176,468
938,414,1089,445,1097,464
938,386,1118,436,1173,468
939,414,1089,445,1097,464
939,386,1118,437,1175,468
940,414,1089,446,1096,464
940,386,1117,437,1174,468
941,414,1087,446,1093,464
941,386,1118,436,1174,468
942,414,1085,445,1092,464
942,386,1115,437,1172,468
943,414,1084,445,1091,464
943,386,1114,437,1171,468
944,414,1083,444,1090,463
944,386,1113,437,1171,468
945,414,1082,443,1089,463
945,386,1113,437,1171,468
946,414,1081,443,1088,463
946,386,1113,436,1171,467
947,386,1093,436,1158,468
948,386,1083,436,1154,468
949,386,1079,436,1153,468
950,386,1075,436,1153,469
951,386,1073,436,1152,469
952,386,1071,435,1152,468
953,386,1070,435,1152,468
954,386,1070,435,1155,468
955,386,1075,435,1170,468
956,386,1084,436,1170,468
957,386,1086,436,1162,468
958,420,1181,464,1195,467
958,386,1075,436,1155,468
959,386,1069,435,1151,469
960,386,1080,435,1156,469
961,386,1069,435,1146,468
962,386,1063,435,1142,468
963,386,1061,435,1141,468
964,386,1060,435,1141,468
965,386,1073,436,1145,468
966,386,1078,436,1145,468
967,386,1067,436,1138,468
968,386,1075,436,1142,468
969,386,1080,436,1144,468
970,433,1186,456,1194,466
970,386,1066,436,1137,469
971,433,1184,456,1192,466
971,386,1073,436,1140,469
972,386,1076,436,1141,469
973,431,1050,443,1060,465
973,386,1076,436,1136,469
974,431,1049,442,1059,465
974,386,1079,436,1140,469
975,431,1049,442,1061,465
975,386,1076,436,1135,468
976,431,1046,443,1057,465
976,386,1075,437,1132,469
977,431,1045,443,1055,465
977,386,1074,436,1130,468
978,386,1060,436,1122,468
979,386,1067,436,1128,468
980,386,1068,437,1128,468
981,386,1055,436,1122,468
982,386,1062,436,1124,468
983,386,1051,437,1118,468
984,386,1057,436,1118,468
985,386,1047,437,1112,468
986,386,1045,437,1118,468
987,386,1053,437,1120,468
988,386,1043,437,1114,469
989,386,1041,437,1118,469
990,386,1049,436,1120,469
991,386,1052,436,1118,468
992,386,1054,436,1116,468
993,386,1041,436,1109,468
994,386,1049,436,1114,468
995,386,1051,436,1111,468
996,445,1027,441,1033,452
