Frame No.,Latitude,Longitude
1951,32.703371833,-117.234158667
1951,32.7033735,-117.2341495
1951,32.703375,-117.234140667
1951,32.703375167,-117.234136167
1951,32.703375167,-117.234131667
1951,32.703373667,-117.234121333
1951,32.703372,-117.234112
1951,32.703368333,-117.234101333
1951,32.703366167,-117.234095
1951,32.703364333,-117.234090833
1951,32.7033615,-117.234085
1951,32.703359,-117.2340795
1951,32.703351667,-117.234068167
2070,32.703338833,-117.234052333
2070,32.703335333,-117.234049167
2070,32.703329667,-117.234043333
2070,32.703323667,-117.234039333
2070,32.703319833,-117.2340365
2070,32.703314,-117.234033
2070,32.7033075,-117.234030333
2070,32.7032965,-117.234024
2070,32.70327,-117.234008833
2070,32.7032605,-117.234004333
2070,32.703250667,-117.233998833
2192,32.703232,-117.233991167
2192,32.703226833,-117.233989
2192,32.703119833,-117.233939
2313,32.703104667,-117.233930333
2313,32.703082167,-117.2339185
2313,32.703072333,-117.233913
2313,32.703055333,-117.233902833
2433,32.702981167,-117.233853167
2555,32.7028775,-117.2337725
2555,32.7028685,-117.233765
2555,32.702860667,-117.233758833
2555,32.7028125,-117.233720333
2555,32.702806333,-117.233715
2555,32.7027955,-117.233705667
2555,32.702790167,-117.233703667
2676,32.702753,-117.233671833
2676,32.702726333,-117.233646
2676,32.702710333,-117.233626167
2676,32.702698,-117.233600167
2796,32.702681833,-117.2335565
2796,32.702679667,-117.233545
2796,32.702673333,-117.233515
2796,32.702672833,-117.233510167
2796,32.702670833,-117.233491167
2796,32.702668833,-117.233475333
2796,32.702667833,-117.233467167
2796,32.702667833,-117.23346
2915,32.7026685,-117.2334425
2915,32.702670333,-117.233408667
2915,32.702671,-117.233403667
2915,32.702671667,-117.233398833
2915,32.702676667,-117.233379833
2915,32.702678,-117.2333755
2915,32.7026785,-117.2333715
2915,32.702679833,-117.233366833
2915,32.702682333,-117.23336
3034,32.702705,-117.233318333
3034,32.702713667,-117.233301833
3034,32.702719333,-117.233295
3034,32.7027225,-117.233291833
3034,32.702739667,-117.233274667
3034,32.702750667,-117.233265833
3034,32.702755333,-117.233262167
3034,32.702758667,-117.233260333
3034,32.702767833,-117.233256
3155,32.70279,-117.233248833
3155,32.7028145,-117.2332445
3155,32.702821333,-117.233243167
3155,32.7028275,-117.233241667
3155,32.702834167,-117.23324
3155,32.702844667,-117.233237833
3155,32.702855833,-117.233235333
3275,32.7028855,-117.2332275
3275,32.7028915,-117.233226333
3275,32.702902667,-117.2332245
3275,32.7029065,-117.2332235
3275,32.702921,-117.233219667
3275,32.7029335,-117.233217833
3394,32.702975167,-117.233208
3394,32.702980667,-117.233206333
3394,32.702986167,-117.233204833
3394,32.7030385,-117.233190667
3394,32.703046,-117.233191
3514,32.70309,-117.2331845
3514,32.703152667,-117.2331675
3514,32.703164,-117.233165833
