Frame No.,Latitude,Longitude
2121,32.7037075,-117.233094833
2121,32.703719667,-117.233063833
2121,32.703729167,-117.233031667
2121,32.703732,-117.233023
2121,32.703734167,-117.2330155
2248,32.7037355,-117.233004333
2248,32.703741167,-117.2329795
2248,32.703743333,-117.232971833
2248,32.7037455,-117.232964167
2248,32.7037525,-117.232941333
2248,32.703755,-117.232933667
2248,32.703757333,-117.232926333
2248,32.70376,-117.2329185
2248,32.703762667,-117.232910667
2248,32.703773333,-117.232880833
2377,32.7037875,-117.232835
2377,32.703791833,-117.2328195
2377,32.7037935,-117.232812
2377,32.703799167,-117.2327745
2377,32.703801,-117.232766667
2506,32.7038045,-117.232748333
2506,32.703815833,-117.232704
2506,32.703817667,-117.232695667
2506,32.703820167,-117.2326835
2506,32.703827667,-117.232653833
2506,32.703829333,-117.2326455
2506,32.70383,-117.232637333
2506,32.703832333,-117.2326265
2636,32.703835667,-117.232598167
2636,32.703836833,-117.232589833
2636,32.703840333,-117.232558667
2636,32.703841667,-117.2325475
2636,32.703846167,-117.232525167
2636,32.703849,-117.232506333
2636,32.703853333,-117.232481167
2768,32.703855333,-117.232467333
2768,32.7038605,-117.232432333
2768,32.703861833,-117.2324245
2768,32.703862667,-117.232416
2768,32.703863333,-117.232405333
2768,32.703867167,-117.232366333
2768,32.703867,-117.2323605
2768,32.703866667,-117.232349167
2900,32.703866167,-117.232340833
2900,32.703866667,-117.232326333
2900,32.703868167,-117.2323065
2900,32.703867167,-117.232297833
2900,32.703865,-117.232277333
2900,32.703861333,-117.232257333
2900,32.703859833,-117.232251
2900,32.703857667,-117.232242667
2900,32.7038535,-117.232229333
2900,32.703851167,-117.232223833
3031,32.703842667,-117.232203
3031,32.703836167,-117.2321905
3031,32.703817833,-117.2321625
3031,32.7037715,-117.232107333
3163,32.703750333,-117.232084667
3163,32.703737667,-117.232074333
3163,32.7037235,-117.232067833
3163,32.703713833,-117.232064333
3163,32.703696667,-117.232062667
3163,32.703687167,-117.232063
3163,32.703681667,-117.232063667
3163,32.703665833,-117.232068333
3163,32.703663667,-117.232068167
3163,32.703649833,-117.232077167
3295,32.7036355,-117.232090667
3295,32.7036275,-117.232102333
3295,32.703622667,-117.232111167
3295,32.70362,-117.232118333
3295,32.703616,-117.232130833
3295,32.703609333,-117.232157333
3295,32.703607667,-117.232165833
3295,32.703602833,-117.232187667
3424,32.703599833,-117.232203333
3424,32.703599,-117.232208
3424,32.703593333,-117.232232833
3424,32.703589,-117.2322495
3424,32.703572833,-117.232311833
3424,32.703565667,-117.232338
3552,32.703557,-117.232373667
3552,32.7035245,-117.232499333
